Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Total Students,Average GPA,Variance
ADV,481,Advertising Research Methods,1,212,21,14,333,12,16,131,7,0,21,1,5,2,774,3.0224418604651166,0.5997239158711392
ADV,483,Audience Analysis,17,228,502,393,275,123,49,25,16,4,3,0,2,1,1637,3.3498167379352477,0.2567069032778731
ADV,490,Digital Advertising,8,25,4,1,3,4,0,0,0,0,0,0,0,0,45,3.7708888888888894,0.1910658765432099
ADV,490,Digital Advertising Content,0,51,4,6,12,3,1,1,0,0,2,0,6,1,86,3.360465116279069,0.4452770535927658
ADV,490,Digital Media and Society,1,5,2,5,4,1,0,3,2,0,1,0,1,0,25,2.92,0.736104
ADV,490,Media Entrepreneurship,4,16,17,14,5,2,0,0,0,0,0,0,0,0,58,3.6094827586206897,0.13497387039239
ADV,490,Psychology of Advertising,2,17,0,1,1,0,0,1,0,0,1,0,0,0,23,3.71,0.544113043478261
ADV,490,Social Media Analytics,9,35,10,1,0,1,0,0,0,0,0,0,0,0,56,3.9053571428571425,0.05009272959183674
ADV,490,Sports PR,0,30,18,2,0,2,1,0,0,0,0,0,2,0,55,3.6434545454545457,0.1389694833959428
ADV,491,Advertising Management Plan,15,170,176,143,101,34,15,9,5,1,1,0,0,0,670,3.461970149253731,0.25620835731788816
ADV,492,Tech and Advertising Campaigns,9,86,18,16,11,2,1,0,0,0,0,0,0,0,143,3.776293706293707,0.13505549415619345
ADV,493,Advertising and Society,191,203,75,46,64,17,15,9,6,0,1,0,2,2,629,3.6658028616852145,0.28166502116592995
ADV,493,Social and Cult Context of Adv,9,44,19,36,28,22,20,6,2,1,1,2,1,2,191,3.1935078534031422,0.5008233367982846
ADV,494,Persuasion Consumer Response,0,103,27,22,14,6,8,9,1,0,1,0,0,0,191,3.569005235602094,0.391047701543269
ADV,498,The Sandage Project,0,225,80,26,14,1,0,0,0,0,0,0,0,0,346,3.829046242774566,0.07526122907547864
ADV,550,Foundations of Advertising,0,7,7,5,4,2,0,0,0,0,0,0,0,0,25,3.5072,0.17893216000000003
ADV,580,Advertising Theory,0,36,29,10,1,0,0,0,0,0,0,0,0,0,76,3.772763157894737,0.06214104916897507
ADV,581,Quanti Research Methods in Adv,1,14,0,2,16,2,0,0,0,0,0,0,0,0,35,3.4285714285714284,0.25734367346938775
ADV,582,Qualitative Rsrch in Advert,0,51,29,1,5,0,0,0,0,0,0,0,0,0,86,3.8227906976744186,0.06867825851811792
ADV,587,Graduate Seminar I,0,10,30,6,2,0,0,0,0,0,0,0,0,0,48,3.668333333333333,0.05583888888888888
ADV,588,Graduate Seminar II,0,9,7,5,4,0,0,0,0,0,0,0,0,0,25,3.6136,0.13096703999999998
AE,100,Intro to Aerospace Engineering,183,591,143,94,80,34,10,12,2,1,1,3,8,2,1162,3.7173752151462995,0.22262174396275752
AE,199,Aerospace Computations,4,26,13,4,8,3,1,2,1,0,2,1,1,0,66,3.389545454545454,0.6324313329576761
AE,199,CAD,1,14,6,2,2,1,2,0,1,0,0,0,0,0,29,3.575172413793103,0.38251462544589776
AE,199,Computer Aided Design,12,199,66,45,22,17,9,3,4,1,3,1,12,0,394,3.518045685279188,0.3437935275460072
AE,199,Computer-Aided Design,5,129,73,38,27,12,8,4,8,0,5,3,5,0,317,3.4400630914826498,0.4879647582689733
AE,199,"Design, Build, Fly",1,19,0,0,1,0,0,0,0,0,0,0,0,0,21,3.9523809523809526,0.045351473922902494
AE,199,Introduction to Rocketry,12,18,0,2,3,0,1,0,0,0,0,0,0,0,36,3.8330555555555557,0.15787121913580246
AE,199,Space System Seminar,33,6,0,0,0,0,1,0,0,0,0,0,0,0,40,3.9582500000000005,0.06797943749999999
AE,199,Student Aircraft Builders,0,56,1,1,1,0,0,0,0,0,0,0,3,1,62,3.774193548387097,0.05907901379611284
AE,201,Aerospace Flight Mechanics I,10,26,4,12,16,6,1,2,5,0,1,0,1,0,84,3.313571428571429,0.5334520590379008
AE,202,Aerospace Flight Mechanics,98,228,201,144,124,78,28,27,15,1,8,1,24,2,977,3.332384851586489,0.3974120901922302
AE,252,Aerospace Dynamics I,9,10,8,9,10,7,10,11,5,3,2,4,2,0,90,2.737111111111111,0.9282877157750344
AE,302,Aerospace Flight Mechanics II,22,30,19,25,18,9,2,6,1,0,0,0,1,0,133,3.438646616541354,0.3344621491543319
AE,311,Incompressible Flow,30,176,97,63,319,48,43,152,9,6,26,7,33,6,1009,2.9066699702675916,0.611489306908098
AE,312,Compressible Flow,16,192,38,49,218,30,14,144,19,2,51,1,22,3,796,2.8585552763819093,0.797571603855478
AE,321,Mechs of Aerospace Structures,25,114,109,92,134,105,130,96,44,40,54,22,78,7,1043,2.5264237775647165,0.8233804665296792
AE,322,Aerospace Structures II,5,5,3,6,12,18,1,10,3,5,9,3,3,1,83,2.4102409638554216,0.9235013333636476
AE,323,Applied Aerospace Structures,28,108,84,45,109,46,42,59,39,16,25,15,31,1,647,2.76548686244204,0.8699322665561138
AE,352,Aerospace Dynamical Systems,117,129,150,120,126,98,90,45,23,5,16,2,24,6,945,3.1067301587301586,0.5561437687730707
AE,353,Aerospace Control Systems,162,213,101,78,121,61,33,51,14,9,6,6,22,5,877,3.284538198403648,0.5671424539126049
AE,360,Structures & Control Lab,2,19,16,14,15,5,1,3,0,0,0,0,0,0,75,3.4135999999999997,0.2782737066666666
AE,370,Aerospace Numerical Methods,26,144,74,62,83,47,18,26,9,4,15,2,15,2,525,3.1679238095238094,0.6033564152536445
AE,402,Orbital Mechanics,56,122,60,43,90,55,9,34,15,0,5,1,4,2,494,3.2630161943319838,0.5361253180820935
AE,403,Spacecraft Attitude Control,18,26,20,12,5,10,0,2,0,0,0,0,0,0,93,3.6027956989247314,0.25355992600300614
AE,410,Computational Aerodynamics,35,90,34,20,16,10,5,6,4,0,1,2,6,0,229,3.4879912663755457,0.4374584171906562
AE,412,Viscous Flow & Heat Transfer,36,77,21,25,47,10,6,8,1,1,3,0,0,3,235,3.472340425531915,0.4300417564508828
AE,416,Applied Aerodynamics,8,91,66,75,81,47,32,27,14,8,5,0,10,0,464,3.0690517241379314,0.5257555989316393
AE,419,Aircraft Flight Mechanics,9,52,44,40,36,22,14,14,6,5,2,4,2,0,250,3.14956,0.6185199808512
AE,433,Aerospace Propulsion,22,319,131,99,113,61,33,43,23,10,19,3,5,1,881,3.305244040862656,0.6177010007751692
AE,434,Rocket Propulsion,1,64,41,29,80,12,9,30,2,0,1,0,9,1,278,3.10931654676259,0.4320680778853962
AE,435,Electric Propulsion,4,38,19,19,22,9,11,4,2,0,3,0,0,0,131,3.290076335877862,0.5116877804323756
AE,440,Aerospace Systems Design I,7,21,8,6,2,0,1,0,0,0,0,0,0,0,45,3.7704444444444447,0.13293758024691357
AE,441,Aerospace Systems Design II,1,51,37,13,13,1,0,1,0,0,0,0,0,0,117,3.6816239316239314,0.14337086711958508
AE,442,Aerospace Systems Design I,100,169,133,139,104,43,25,25,17,4,9,1,14,4,783,3.327484035759898,0.45264143478305147
AE,443,Aerospace Systems Design II,71,145,143,78,52,27,9,4,1,0,0,0,1,0,531,3.591864406779661,0.21002554485988234
AE,451,Aeroelasticity,11,12,10,10,9,2,0,1,0,0,0,0,0,0,55,3.569818181818182,0.21704905785123968
AE,454,Systems Dynamics & Control,15,24,18,16,7,4,1,0,0,0,0,0,0,2,85,3.6394117647058826,0.17594200692041523
AE,460,Aerodynamics & Propulsion Lab,28,408,239,116,72,10,4,3,2,0,0,0,1,2,883,3.7018912797282,0.1422726415808904
AE,461,Structures & Control Lab,29,249,195,74,28,8,8,8,4,2,1,0,2,0,608,3.658569078947368,0.21421381527602734
AE,470,Aerospace Numerical Methods,7,14,12,13,8,6,4,7,1,0,1,2,2,0,77,3.0997402597402592,0.6739664344089037
AE,483,Aerospace Decision Algorithms,54,119,67,36,43,16,13,6,4,3,5,1,3,2,370,3.4814054054054058,0.4495608605373818
AE,483,UAV Navigation and Control,127,116,32,27,14,6,3,3,1,1,1,0,3,1,334,3.7555688622754495,0.20321781280924825
AE,498,Fundamentals of Systems Engr,7,13,5,4,5,0,0,2,1,0,0,0,0,0,37,3.576756756756756,0.38218948137326514
AE,498,Uninhabited Aerial Vehicle,0,11,10,1,0,0,0,0,0,0,0,0,0,0,22,3.819545454545455,0.03734070247933885
AE,504,Optimal Aerospace Systems,23,34,22,1,8,5,0,0,0,0,0,0,0,0,93,3.757204301075269,0.15276207654064056
AE,526,Composites Manufacturing,0,9,8,2,5,2,0,0,0,0,0,0,0,0,26,3.5523076923076924,0.19598698224852074
AFRO,100,Intro to African American St,87,121,154,55,58,39,19,25,19,6,1,8,15,4,607,3.2929159802306422,0.558385673677293
AFRO,101,"Black America, 1619-Present",40,61,63,70,55,27,25,17,10,4,7,3,17,4,399,3.079398496240601,0.5776356866217216
AFRO,103,Black Women in the Diaspora,8,95,45,29,45,35,17,11,17,8,9,5,11,0,335,3.0303283582089553,0.782114848765307
AFRO,105,Black Literature in America,6,25,20,19,19,9,1,4,3,2,1,0,0,2,109,3.309174311926606,0.4765268411749853
AFRO,132,African American Music,0,45,25,15,7,5,6,2,0,0,0,1,2,0,108,3.469444444444445,0.35785071444901684
AFRO,199,"100 Strong: Acad, Ldrshp & Com",13,16,10,8,4,6,1,2,2,0,0,0,2,0,64,3.39109375,0.40956546554565426
AFRO,199,"Academics, Ldrshp, & Community",38,69,16,14,15,5,1,6,0,0,0,0,0,0,164,3.695243902439025,0.26480908685306365
AFRO,226,Black Women Contemp US Society,5,21,7,8,3,0,3,0,0,0,0,0,0,0,47,3.666382978723404,0.22317202354006335
AFRO,227,Studies in Black Television,0,9,4,4,1,1,0,0,1,1,0,0,0,0,21,3.4604761904761907,0.5450045351473923
AFRO,228,Hip Hop Music: History&Culture,0,17,6,1,2,0,0,0,0,0,0,0,2,0,28,3.5482142857142853,0.15027005284256578
AFRO,231,Lang Diff Dis: American Persp,11,105,0,1,20,0,0,2,0,0,2,0,1,1,142,3.755845070422535,0.28082870703191576
AFRO,261,Intro to the African Diaspora,3,65,52,17,12,3,1,2,3,0,2,0,0,1,160,3.6050000000000004,0.31695249999999997
AFRO,298,Exploring the Civil Rights Mov,8,10,3,1,2,0,0,0,0,0,0,0,0,0,24,3.8475,0.09239375000000001
AFRO,342,Black Men and Masculinities,0,4,11,10,21,35,18,10,4,5,7,0,0,2,125,2.6271199999999997,0.5084701056
AFRO,372,Class Politics & Blk Community,7,32,13,3,14,12,1,9,4,0,0,0,1,1,96,3.2786458333333335,0.5603167235197845
AFRO,381,Black Women and Film,0,22,0,0,4,0,1,0,0,0,0,0,0,0,27,3.79,0.20734074074074074
AFRO,383,Hist of Blk Women's Activism,0,45,24,17,11,7,7,1,1,1,0,0,1,1,115,3.458173913043478,0.3477143452946495
AFRO,410,Hate Crimes,70,160,33,13,9,0,2,1,1,0,0,1,4,0,294,3.8108843537414967,0.13577827155666747
AFRO,411,African American Psychology,9,73,8,3,39,2,3,15,1,0,4,0,2,2,159,3.34811320754717,0.6073176720827708
AFST,210,Intro to Mod African Lit,0,26,31,21,17,11,4,5,1,0,0,0,2,0,118,3.2971186440677966,0.3203918443463061
AFST,222,Introduction to Modern Africa,58,134,62,21,11,2,0,5,5,2,1,5,2,1,308,3.666136363636363,0.413477242205109
AGCM,110,Intro to Ag and Env Comm,2,85,15,11,12,5,2,8,1,0,1,1,0,0,143,3.5876223776223783,0.4628922490097316
AGCM,220,Communicating Agriculture,16,50,18,5,16,2,1,5,1,1,2,1,7,0,125,3.3444,0.5452528038400001
AGCM,270,Sales Communications,0,81,0,3,19,0,1,5,0,2,5,0,5,0,121,3.396528925619835,0.666495028395861
AGCM,315,Emerging Media,3,47,8,9,6,1,0,0,0,0,0,0,2,0,76,3.6842105263157903,0.13097945035719474
AGCM,320,Public Information Campaigns,0,4,19,17,4,4,0,0,0,1,0,0,0,0,49,3.394897959183674,0.2033392753019575
AGCM,330,Environmental Communications,4,19,14,3,4,1,1,0,2,0,0,1,0,0,49,3.5587755102040814,0.48645972511453567
AGCM,430,Comm in Env Social Movements,15,23,29,19,13,6,0,3,2,0,2,0,1,0,113,3.434159292035398,0.39101854061655134
AGED,100,Intro to Ag & Leadership Ed,33,33,5,6,4,2,2,2,2,0,0,0,3,1,92,3.605108695652174,0.324722530333073
AGED,220,Prog Del in Ag & Leadership Ed,2,5,4,0,3,2,0,2,0,1,1,0,1,0,21,3.0166666666666666,0.8426756613756614
AGED,230,Leadership Communications,7,175,76,42,23,11,11,6,5,6,1,4,6,3,373,3.4927345844504027,0.46746552670071045
AGED,260,Intro to Leadership Studies,409,1133,404,320,258,128,98,78,32,26,10,10,23,11,2929,3.5237623762376247,0.4217984325973169
AGED,280,Training Needs Assessment,42,117,47,19,29,10,1,12,3,3,4,4,6,2,297,3.4594949494949496,0.5608700081109019
AGED,300,Training and Development,25,97,16,13,14,4,1,5,3,0,0,0,0,0,178,3.708033707865168,0.2952573696502967
AGED,310,Prof Dev in Leadership Ed,10,3,1,3,4,1,0,0,1,0,0,0,0,0,23,3.5652173913043477,0.36111190926275993
AGED,340,Leadership Ethics & Pluralism,29,62,43,14,13,3,1,1,2,3,0,0,3,0,174,3.604022988505747,0.2876875793276569
AGED,360,Advanced Leadership Studies,49,34,21,12,8,4,2,6,0,0,2,0,0,0,138,3.64036231884058,0.3802774049569418
AGED,380,Leadership in Groups and Teams,175,265,198,84,66,32,10,5,6,1,2,0,7,0,851,3.638625146886017,0.22991203373090202
AGED,421,Teaching Strategies in AGED,0,13,3,0,1,1,2,0,0,0,1,0,0,0,21,3.5399999999999996,0.6299904761904762
AGED,430,Youth Development Programs,31,19,6,4,3,2,0,0,0,0,0,0,0,0,65,3.8412307692307692,0.11305079289940827
AGED,480,Collaborative Leadership,101,303,128,49,29,8,4,2,1,0,0,0,1,2,626,3.789584664536742,0.12395230045221647
AGED,499,Begin Agri Teacher Seminar II,0,18,2,1,1,1,0,1,0,0,0,0,1,0,25,3.6136,0.26579484160000005
AGED,499,Begin Agri Teachers Seminar,18,55,3,2,11,3,0,1,0,0,0,0,0,1,93,3.7922580645161292,0.18836156781130767
AHS,125,James Scholars Seminar,20,175,0,3,4,0,0,0,0,0,2,0,1,0,205,3.9219024390243904,0.11080506979295134
AHS,199,Undergraduate Open Seminar,96,351,0,4,42,0,0,12,0,0,7,0,7,0,519,3.773256262042389,0.2706168731866159
AHS,365,Civic Engagement in Wellness,0,34,4,1,0,0,0,0,0,0,0,0,0,0,39,3.9489743589743593,0.0200758711374096
AHS,399,Int. Collab. in Health Serv.,1,28,0,0,2,1,0,0,0,0,0,0,0,0,32,3.8959375,0.10694912109375002
AHS,399,Pre-Field Experience in i-HLT,24,28,4,4,0,0,0,0,2,0,0,0,0,0,62,3.8603225806451613,0.19160312174817898
AHS,494,Accessible Electronic Material,1,14,5,2,1,1,0,0,0,0,0,0,0,0,24,3.778333333333333,0.12633055555555556
AHS,494,Design Accessible Web Res,0,20,4,1,0,1,0,0,0,0,0,0,0,0,26,3.8723076923076927,0.08574852071005917
AHS,494,Disability & Assistive Technol,0,58,20,6,3,1,0,2,0,0,1,0,7,0,98,3.4903061224489798,0.2847493165050276
AIS,101,Intro to Amer Indian Studies,110,584,231,160,241,59,25,38,14,2,8,0,33,6,1505,3.4587308970099664,0.34460706659239465
AIS,140,Native Religious Traditions,7,21,24,9,5,1,5,1,1,0,0,0,3,0,77,3.4161038961038956,0.30564589197276004
AIS,265,Intro to American Indian Lit,5,16,0,1,0,1,0,0,0,0,0,0,0,1,23,3.9130434782608696,0.08886465028355388
AIS,275,Am Indian and Indigenous Film,10,6,1,2,3,1,0,0,0,0,1,0,2,0,26,3.3461538461538463,0.5102586253982703
AIS,285,Indigenous Thinkers,36,26,5,2,9,5,0,5,1,0,2,2,0,1,93,3.5308602150537642,0.6927411955139323
ANSC,100,Intro to Animal Sciences,134,804,3,122,660,0,74,187,2,1,25,0,19,5,2031,3.311354012801576,0.5145020846385774
ANSC,101,Contemporary Animal Issues,71,663,107,100,206,33,24,52,17,9,5,3,11,6,1301,3.5165949269792476,0.4354485602163721
ANSC,103,Working With Farm Animals,0,561,0,5,8,0,0,0,0,0,0,1,1,2,576,3.967569444444445,0.03643401028773094
ANSC,109,Meat Pricing and Preparation,3,61,6,5,41,6,0,0,0,0,0,0,0,1,122,3.55483606557377,0.24864300591238914
ANSC,110,Life With Animals and Biotech,70,432,44,18,88,6,5,7,3,0,5,0,3,4,681,3.737298091042585,0.2552376467306707
ANSC,199,Foal Watch,1,51,0,0,1,0,0,0,0,0,0,0,0,0,53,3.981132075471698,0.018511925952296192
ANSC,201,Principles of Dairy Production,14,60,9,2,14,2,2,0,0,0,0,1,0,0,104,3.7342307692307695,0.27631286982248515
ANSC,205,World Animal Resources,6,358,0,56,141,0,8,14,0,0,0,0,1,1,584,3.616643835616438,0.27661594055497574
ANSC,206,Horse Management,24,409,28,15,70,2,5,5,1,0,0,0,0,0,559,3.7985152057245086,0.17889207087790937
ANSC,207,Companion Animal Biology &Care,484,1290,176,269,491,116,84,142,25,17,40,4,29,7,3167,3.475582570255763,0.4870133085824359
ANSC,209,Meat Animal Carcass Eval,1,14,0,1,5,1,0,7,0,0,0,0,0,0,29,3.2758620689655173,0.6900311533888228
ANSC,221,"Cells, Metabolism and Genetics",38,434,26,67,480,20,63,287,8,27,76,6,35,3,1567,2.9036439055520105,0.7912012225530128
ANSC,222,Anatomy and Physiology,41,244,94,97,333,101,75,234,96,67,129,53,79,11,1643,2.5157334144856973,0.9753729378134605
ANSC,223,Animal Nutrition,5,280,1,58,378,0,55,192,0,23,79,0,13,0,1084,2.852905904059041,0.808429159719391
ANSC,224,Animal Reproduction and Growth,74,151,86,106,160,101,83,137,50,26,32,23,14,3,1043,2.829482262703739,0.8224519100407374
ANSC,250,Companion Animals in Society,1178,2865,426,447,477,197,123,121,67,31,39,18,73,10,6062,3.6149274166941603,0.3876722536162563
ANSC,251,Epidemics & Infectious Disease,0,18,0,0,21,0,0,7,0,0,1,0,1,1,48,3.125,0.5725911458333334
ANSC,294,Intern On Campus Practical Exp,0,67,0,0,2,0,0,0,0,0,0,0,1,0,70,3.914285714285714,0.030915451895043747
ANSC,298,Undergraduate Seminar,324,871,27,4,62,7,1,15,0,0,10,0,7,1,1328,3.870052710843373,0.16313323826603765
ANSC,299,Companion Animal Trip,0,25,0,0,5,0,0,0,0,0,0,0,0,0,30,3.8333333333333335,0.13888888888888887
ANSC,305,Human Animal Interactions,90,249,30,33,25,15,9,5,4,1,1,1,6,1,469,3.6923027718550108,0.28453158731792627
ANSC,306,Equine Science,13,223,16,28,43,6,3,6,0,0,1,0,1,0,340,3.708735294117647,0.2432148196901079
ANSC,307,Companion Animal Management,16,57,47,61,83,34,28,35,15,4,6,10,9,0,405,2.9276790123456786,0.6660026634015819
ANSC,309,Meat Production and Marketing,0,44,4,10,5,5,0,2,0,0,1,0,0,0,71,3.6243661971830994,0.3626893870263837
ANSC,321,Animal Nutrition,13,20,8,8,34,6,3,13,1,0,1,0,0,2,107,3.1932710280373833,0.5068650013101581
ANSC,322,Livestock Feeds and Feeding,0,24,8,4,14,7,2,6,0,0,4,0,2,0,71,3.099014084507042,0.7011697801967528
ANSC,331,Biology of Reproduction,29,61,31,45,64,13,17,25,10,5,9,3,1,1,313,3.112779552715655,0.7096264704323729
ANSC,350,Cellular Metabolism in Animals,0,317,0,20,48,7,2,36,0,0,2,0,0,1,432,3.6480324074074075,0.4245866378386488
ANSC,362,Princ of Animal Physiology,0,4,5,5,24,18,6,15,13,1,9,1,1,0,102,2.428921568627451,0.6224619743726019
ANSC,363,Behavior of Domestic Animals,55,308,10,35,81,3,4,2,0,0,0,0,0,0,498,3.7541767068273093,0.1850785390558217
ANSC,370,Companion Animal Policy,12,41,16,10,22,5,4,9,3,4,0,0,5,1,131,3.2138931297709927,0.5834730477547392
ANSC,398,CC Humane Society Internship,2,59,1,3,5,0,0,2,0,0,0,0,1,0,73,3.7898630136986298,0.17628817763748117
ANSC,398,Companion Animal Spring Trip,87,3,4,1,1,1,0,1,0,0,0,0,0,0,98,3.9355102040816328,0.07393698458975427
ANSC,398,Off-Campus Internship,37,113,2,0,3,0,0,1,0,0,0,1,2,1,159,3.8931446540880503,0.11432752879023425
ANSC,398,Undergraduate Research,7,12,0,2,1,0,0,0,0,0,0,0,0,0,22,3.8936363636363636,0.07495041322314049
ANSC,400,Dairy Herd Management,14,30,6,4,1,1,1,0,0,0,0,0,0,0,57,3.8480701754385964,0.11738750384733763
ANSC,401,Beef Production,19,319,1,22,73,0,8,9,0,1,0,0,0,0,452,3.7298672566371684,0.255401752290704
ANSC,402,Sheep Production,0,224,0,0,47,0,0,4,0,0,0,0,0,0,275,3.8,0.1890909090909091
ANSC,403,Pork Production,16,10,8,3,6,0,0,3,0,0,0,0,0,0,46,3.63804347826087,0.3085070415879017
ANSC,404,Poultry Science,3,39,0,1,5,0,0,0,0,0,0,0,0,0,48,3.8818750000000004,0.09956523437499999
ANSC,406,Zoo Animal Conservation Sci,86,139,32,26,64,25,12,13,5,5,3,0,0,0,410,3.499341463414634,0.47771785901249264
ANSC,407,Animal Shelter Management,16,26,29,11,46,16,8,10,6,2,5,0,2,1,177,3.096610169491525,0.5927162543395381
ANSC,409,Meat Science,11,76,0,3,27,0,0,9,0,0,4,0,2,0,132,3.4923484848484847,0.5601210309882573
ANSC,420,Ruminant Nutrition,18,110,44,29,147,19,19,61,8,12,7,3,5,0,482,3.0422821576763486,0.6478703028879186
ANSC,421,Minerals and Vitamins,1,11,5,5,2,1,0,0,0,0,0,0,0,0,25,3.6668000000000003,0.15129376
ANSC,422,Companion Animal Nutrition,3,225,0,1,141,0,0,50,0,0,24,2,6,1,452,3.2382079646017696,0.7752276626532421
ANSC,431,Advanced Reproductive Biology,75,159,40,53,115,15,15,56,5,5,7,0,6,1,551,3.290907441016334,0.5721846017558471
ANSC,437,Adv Reproductive Management,2,23,8,6,20,14,3,5,2,0,0,1,0,0,84,3.1871428571428573,0.5135799319727891
ANSC,438,Lactation Biology,31,157,18,5,14,3,3,3,0,0,2,0,0,0,236,3.812330508474576,0.22697550093363977
ANSC,444,Applied Animal Genetics,5,32,9,6,4,2,2,2,1,0,0,0,1,0,64,3.5731249999999997,0.3404461364746094
ANSC,445,Statistical Methods,22,64,18,4,0,1,0,0,1,0,0,0,1,0,111,3.8533333333333335,0.08754674674674673
ANSC,446,Population Genetics,16,35,8,9,9,1,4,8,2,0,1,0,0,0,93,3.469462365591398,0.5646975604116082
ANSC,450,Comparative Immunobiology,2,121,0,3,82,0,0,19,0,0,6,0,3,0,236,3.355889830508475,0.5493623875934858
ANSC,452,Animal Growth and Development,34,253,2,17,72,0,0,18,0,0,2,0,0,4,398,3.683291457286432,0.32645223163556475
ANSC,467,Applied Animal Ecology,60,222,37,29,36,3,8,2,2,0,0,1,2,0,402,3.7388557213930347,0.21701241149515907
ANSC,498,Integrating Animal Sciences,55,715,4,8,60,0,0,6,0,0,3,0,2,1,853,3.887831184056272,0.12434235059679169
ANSC,499,Animal Shelter Management,5,26,0,0,1,0,0,0,0,0,0,0,0,0,32,3.96875,0.0302734375
ANSC,499,Dangerous Dog Breeds & Discrim,10,7,0,1,1,0,0,0,0,0,0,0,3,0,22,3.3786363636363634,0.3049685480841474
ANSC,499,Dangerous Dogs & Breed Discrim,0,20,0,0,0,0,1,0,0,0,0,0,0,0,21,3.9204761904761902,0.12648072562358276
ANSC,499,Southern African Wildlife I,0,24,6,9,3,1,1,3,0,0,0,0,0,0,47,3.5742553191489366,0.33472657311000453
ANSC,499,Tropical Epidemiology,0,8,0,0,8,0,0,10,0,0,0,0,1,0,27,2.814814814814815,0.6722552456434487
ANSC,520,Protein and Energy Nutrition,7,42,11,15,40,8,0,2,0,0,0,0,2,0,127,3.3990551181102364,0.2607191749785074
ANSC,542,Applied Bioinformatics,2,92,13,4,0,2,0,2,0,0,0,0,0,1,115,3.8814782608695646,0.11420564083175803
ANSC,561,Animal Stress Physiology,3,15,2,2,0,1,0,1,0,0,0,0,0,0,24,3.7779166666666666,0.23753315972222225
ANTH,101,Introduction to Anthropology,326,1611,710,491,955,374,222,453,144,59,142,26,132,28,5645,3.1450735163861823,0.6721892922218186
ANTH,102,Human Origins and Culture,54,119,98,114,140,68,58,57,24,14,29,7,32,3,814,2.916916461916461,0.6946694197221552
ANTH,103,Anthro in a Changing World,492,1698,1489,967,1193,699,323,321,191,65,96,32,156,31,7722,3.2125770525770525,0.5215910788564554
ANTH,104,Talking Culture,34,53,73,39,31,9,9,5,2,3,1,1,4,1,264,3.419621212121212,0.37162698933202554
ANTH,105,World Archaeology,23,157,84,94,136,80,35,100,31,10,25,5,29,9,809,2.8898269468479603,0.7061007194974402
ANTH,106,Hist Arch Americas,26,50,16,10,26,8,4,3,1,0,2,2,0,2,148,3.484527027027027,0.5122936952154857
ANTH,143,Biology of Human Behavior,2907,3679,1691,723,1210,440,217,351,143,63,116,50,256,50,11846,3.4984019922336653,0.4484647160139521
ANTH,150,Novel Archaeology,20,14,20,10,14,0,2,2,0,0,0,0,4,0,86,3.4111627906976745,0.2544413649112656
ANTH,157,The Archaeology of Illinois,1,12,3,4,6,1,1,2,0,1,1,1,0,0,33,3.222121212121212,0.846356106519743
ANTH,160,Contemporary Social Issues,20,28,25,11,23,16,6,5,7,4,3,0,7,1,155,3.0715483870967746,0.6552242704978014
ANTH,165,Lang & Culture Native North Am,23,32,12,6,3,1,1,2,1,0,4,0,2,0,87,3.5366666666666675,0.5665966794380586
ANTH,175,Archaeology and Pop Culture,30,41,10,9,24,4,7,8,8,0,2,0,4,0,147,3.2722448979591836,0.6290653911210464
ANTH,180,The Archaeology of Death,438,663,206,179,395,87,76,171,63,0,68,0,33,13,2379,3.3062925598991173,0.64063466757211
ANTH,182,Latin American Cultures,17,12,11,9,13,5,0,2,0,0,2,0,4,1,75,3.2625333333333333,0.44955631549629627
